"DATE","TZ","series_xts"
2008-08-03 19:00:00,"Etc/GMT-7",14.7841722480746
2008-08-03 20:00:00,"Etc/GMT-7",13.111
2008-08-03 21:00:00,"Etc/GMT-7",11.9126960487825
2008-08-03 22:00:00,"Etc/GMT-7",11.106
2008-08-03 23:00:00,"Etc/GMT-7",10.5291685567953
2008-08-04 00:00:00,"Etc/GMT-7",10.103
2008-08-04 01:00:00,"Etc/GMT-7",9.78550472403644
2008-08-04 02:00:00,"Etc/GMT-7",9.601
2008-08-04 03:00:00,"Etc/GMT-7",9.56618754705897
2008-08-04 04:00:00,"Etc/GMT-7",9.601
2008-08-04 05:00:00,"Etc/GMT-7",9.61849508772767
2008-08-04 06:00:00,"Etc/GMT-7",9.601
2008-08-04 07:00:00,"Etc/GMT-7",9.69120710203035
2008-08-04 08:00:00,"Etc/GMT-7",10.604
2008-08-04 09:00:00,"Etc/GMT-7",12.8583015041509
2008-08-04 10:00:00,"Etc/GMT-7",15.617
2008-08-04 11:00:00,"Etc/GMT-7",18.0392118813659
2008-08-04 12:00:00,"Etc/GMT-7",20.625
2008-08-04 13:00:00,"Etc/GMT-7",23.7719759703856
2008-08-04 14:00:00,"Etc/GMT-7",26.127
2008-08-04 15:00:00,"Etc/GMT-7",26.4403842370917
2008-08-04 16:00:00,"Etc/GMT-7",25.627
2008-08-04 17:00:00,"Etc/GMT-7",24.7907370812474
2008-08-04 18:00:00,"Etc/GMT-7",23.627
2008-08-04 19:00:00,"Etc/GMT-7",21.7207924379185
2008-08-04 20:00:00,"Etc/GMT-7",19.624
2008-08-04 21:00:00,"Etc/GMT-7",17.9534681670787
2008-08-04 22:00:00,"Etc/GMT-7",16.619
2008-08-04 23:00:00,"Etc/GMT-7",15.4442098937668
2008-08-05 00:00:00,"Etc/GMT-7",14.615
2008-08-05 01:00:00,"Etc/GMT-7",14.2846922578541
2008-08-05 02:00:00,"Etc/GMT-7",14.114
2008-08-05 03:00:00,"Etc/GMT-7",13.7918960748167
2008-08-05 04:00:00,"Etc/GMT-7",13.613
2008-08-05 05:00:00,"Etc/GMT-7",13.853973442879
2008-08-05 06:00:00,"Etc/GMT-7",14.114
2008-08-05 07:00:00,"Etc/GMT-7",14.0984601536671
2008-08-05 08:00:00,"Etc/GMT-7",14.615
2008-08-05 09:00:00,"Etc/GMT-7",16.4400609424524
2008-08-05 10:00:00,"Etc/GMT-7",19.123
2008-08-05 11:00:00,"Etc/GMT-7",21.9806710765231
2008-08-05 12:00:00,"Etc/GMT-7",24.627
2008-08-05 13:00:00,"Etc/GMT-7",26.7611297514551
2008-08-05 14:00:00,"Etc/GMT-7",28.126
2008-08-05 15:00:00,"Etc/GMT-7",28.6083099176566
2008-08-05 16:00:00,"Etc/GMT-7",28.626
2008-08-05 17:00:00,"Etc/GMT-7",28.4992555779187
2008-08-05 18:00:00,"Etc/GMT-7",27.626
2008-08-05 19:00:00,"Etc/GMT-7",25.5256677706687
2008-08-05 20:00:00,"Etc/GMT-7",23.126
2008-08-05 21:00:00,"Etc/GMT-7",21.4038233394065
2008-08-05 22:00:00,"Etc/GMT-7",20.124
2008-08-05 23:00:00,"Etc/GMT-7",18.9212888717051
2008-08-06 00:00:00,"Etc/GMT-7",18.122
2008-08-06 01:00:00,"Etc/GMT-7",18.0242711737729
2008-08-06 02:00:00,"Etc/GMT-7",18.122
2008-08-06 03:00:00,"Etc/GMT-7",17.9012514332032
2008-08-06 04:00:00,"Etc/GMT-7",17.621
2008-08-06 05:00:00,"Etc/GMT-7",17.5997230934143
2008-08-06 06:00:00,"Etc/GMT-7",17.621
2008-08-06 07:00:00,"Etc/GMT-7",17.5511061931396
2008-08-06 08:00:00,"Etc/GMT-7",18.122
2008-08-06 09:00:00,"Etc/GMT-7",19.9878521340273
2008-08-06 10:00:00,"Etc/GMT-7",22.626
2008-08-06 11:00:00,"Etc/GMT-7",25.2414852707512
2008-08-06 12:00:00,"Etc/GMT-7",27.127
2008-08-06 13:00:00,"Etc/GMT-7",27.6797067829679
2008-08-06 14:00:00,"Etc/GMT-7",26.627
2008-08-06 15:00:00,"Etc/GMT-7",24.0513125973771
2008-08-06 16:00:00,"Etc/GMT-7",21.125
2008-08-06 17:00:00,"Etc/GMT-7",19.0581678275236
2008-08-06 18:00:00,"Etc/GMT-7",18.122
2008-08-06 19:00:00,"Etc/GMT-7",18.1447660925285
2008-08-06 20:00:00,"Etc/GMT-7",18.122
2008-08-06 21:00:00,"Etc/GMT-7",17.2196428023625
2008-08-06 22:00:00,"Etc/GMT-7",16.118
2008-08-06 23:00:00,"Etc/GMT-7",15.6340376980217
2008-08-07 00:00:00,"Etc/GMT-7",15.617
2008-08-07 01:00:00,"Etc/GMT-7",15.6997064055507
2008-08-07 02:00:00,"Etc/GMT-7",15.617
2008-08-07 03:00:00,"Etc/GMT-7",15.2065116797755
2008-08-07 04:00:00,"Etc/GMT-7",14.615
2008-08-07 05:00:00,"Etc/GMT-7",14.0449968753474
2008-08-07 06:00:00,"Etc/GMT-7",13.613
2008-08-07 07:00:00,"Etc/GMT-7",13.485375818835
2008-08-07 08:00:00,"Etc/GMT-7",14.114
2008-08-07 09:00:00,"Etc/GMT-7",15.8207498493127
2008-08-07 10:00:00,"Etc/GMT-7",18.122
2008-08-07 11:00:00,"Etc/GMT-7",20.3774997839144
2008-08-07 12:00:00,"Etc/GMT-7",22.126
2008-08-07 13:00:00,"Etc/GMT-7",23.2248760150299
2008-08-07 14:00:00,"Etc/GMT-7",24.627
2008-08-07 15:00:00,"Etc/GMT-7",26.9813711559661
2008-08-07 16:00:00,"Etc/GMT-7",28.626
2008-08-07 17:00:00,"Etc/GMT-7",27.9211393611056
2008-08-07 18:00:00,"Etc/GMT-7",25.627
2008-08-07 19:00:00,"Etc/GMT-7",22.9679463996114
2008-08-07 20:00:00,"Etc/GMT-7",20.625
2008-08-07 21:00:00,"Etc/GMT-7",19.0250750404488
2008-08-07 22:00:00,"Etc/GMT-7",18.122
2008-08-07 23:00:00,"Etc/GMT-7",17.6727534385933
2008-08-08 00:00:00,"Etc/GMT-7",17.12
2008-08-08 01:00:00,"Etc/GMT-7",16.0722862051781
2008-08-08 02:00:00,"Etc/GMT-7",15.116
2008-08-08 03:00:00,"Etc/GMT-7",14.8087267406945
2008-08-08 04:00:00,"Etc/GMT-7",14.615
2008-08-08 05:00:00,"Etc/GMT-7",13.9483068320439
2008-08-08 06:00:00,"Etc/GMT-7",13.111
2008-08-08 07:00:00,"Etc/GMT-7",12.6386709311299
2008-08-08 08:00:00,"Etc/GMT-7",13.111
2008-08-08 09:00:00,"Etc/GMT-7",14.8521344434364
2008-08-08 10:00:00,"Etc/GMT-7",17.12
2008-08-08 11:00:00,"Etc/GMT-7",19.1464162951244
2008-08-08 12:00:00,"Etc/GMT-7",21.125
2008-08-08 13:00:00,"Etc/GMT-7",23.2963253760659
2008-08-08 14:00:00,"Etc/GMT-7",25.127
2008-08-08 15:00:00,"Etc/GMT-7",25.8611572006118
2008-08-08 16:00:00,"Etc/GMT-7",24.627
2008-08-08 17:00:00,"Etc/GMT-7",21.0824208214868
2008-08-08 18:00:00,"Etc/GMT-7",17.12
2008-08-08 19:00:00,"Etc/GMT-7",14.6742845134411
2008-08-08 20:00:00,"Etc/GMT-7",13.613
2008-08-08 21:00:00,"Etc/GMT-7",13.2950661247489
2008-08-08 22:00:00,"Etc/GMT-7",13.111
2008-08-08 23:00:00,"Etc/GMT-7",12.6305759875633
2008-08-09 00:00:00,"Etc/GMT-7",12.109
2008-08-09 01:00:00,"Etc/GMT-7",11.8426299249978
2008-08-09 02:00:00,"Etc/GMT-7",11.607
2008-08-09 03:00:00,"Etc/GMT-7",11.1467793124453
2008-08-09 04:00:00,"Etc/GMT-7",10.604
2008-08-09 05:00:00,"Etc/GMT-7",10.2033778252209
2008-08-09 06:00:00,"Etc/GMT-7",10.103
2008-08-09 07:00:00,"Etc/GMT-7",10.3487093866712
2008-08-09 08:00:00,"Etc/GMT-7",10.604
2008-08-09 09:00:00,"Etc/GMT-7",10.6481596280945
2008-08-09 10:00:00,"Etc/GMT-7",11.106
2008-08-09 11:00:00,"Etc/GMT-7",12.376652100951
2008-08-09 12:00:00,"Etc/GMT-7",13.111
2008-08-09 13:00:00,"Etc/GMT-7",12.1828569681016
2008-08-09 14:00:00,"Etc/GMT-7",11.106
2008-08-09 15:00:00,"Etc/GMT-7",11.4176700266427
2008-08-09 16:00:00,"Etc/GMT-7",12.109
2008-08-09 17:00:00,"Etc/GMT-7",11.9167129253275
2008-08-09 18:00:00,"Etc/GMT-7",11.106
2008-08-09 19:00:00,"Etc/GMT-7",10.2469782720471
2008-08-09 20:00:00,"Etc/GMT-7",9.601
2008-08-09 21:00:00,"Etc/GMT-7",9.27912398648401
2008-08-09 22:00:00,"Etc/GMT-7",9.1
2008-08-09 23:00:00,"Etc/GMT-7",8.86490078201683
2008-08-10 00:00:00,"Etc/GMT-7",8.598
2008-08-10 01:00:00,"Etc/GMT-7",8.35514788544866
2008-08-10 02:00:00,"Etc/GMT-7",8.096
2008-08-10 03:00:00,"Etc/GMT-7",7.79650767618854
2008-08-10 04:00:00,"Etc/GMT-7",7.594
2008-08-10 05:00:00,"Etc/GMT-7",7.59157140979719
2008-08-10 06:00:00,"Etc/GMT-7",7.594
2008-08-10 07:00:00,"Etc/GMT-7",7.4639566846227
2008-08-10 08:00:00,"Etc/GMT-7",7.594
2008-08-10 09:00:00,"Etc/GMT-7",8.30485185171201
2008-08-10 10:00:00,"Etc/GMT-7",9.1
2008-08-10 11:00:00,"Etc/GMT-7",9.46126090852928
2008-08-10 12:00:00,"Etc/GMT-7",9.601
2008-08-10 13:00:00,"Etc/GMT-7",9.82760451417088
2008-08-10 14:00:00,"Etc/GMT-7",10.103
2008-08-10 15:00:00,"Etc/GMT-7",10.3403210347872
2008-08-10 16:00:00,"Etc/GMT-7",10.604
2008-08-10 17:00:00,"Etc/GMT-7",10.9321113466803
2008-08-10 18:00:00,"Etc/GMT-7",11.106
2008-08-10 19:00:00,"Etc/GMT-7",10.9358585784914
2008-08-10 20:00:00,"Etc/GMT-7",10.604
2008-08-10 21:00:00,"Etc/GMT-7",10.329079339354
2008-08-10 22:00:00,"Etc/GMT-7",10.103
2008-08-10 23:00:00,"Etc/GMT-7",9.86882406409267
2008-08-11 00:00:00,"Etc/GMT-7",9.601
2008-08-11 01:00:00,"Etc/GMT-7",9.30762440427535
2008-08-11 02:00:00,"Etc/GMT-7",9.1
2008-08-11 03:00:00,"Etc/GMT-7",9.06642831880593
2008-08-11 04:00:00,"Etc/GMT-7",9.1
2008-08-11 05:00:00,"Etc/GMT-7",9.08928732050091
2008-08-11 06:00:00,"Etc/GMT-7",9.1
2008-08-11 07:00:00,"Etc/GMT-7",9.23904739919041
2008-08-11 08:00:00,"Etc/GMT-7",9.601
2008-08-11 09:00:00,"Etc/GMT-7",10.3082730827374
2008-08-11 10:00:00,"Etc/GMT-7",11.607
2008-08-11 11:00:00,"Etc/GMT-7",13.6531102698598
2008-08-11 12:00:00,"Etc/GMT-7",16.118
2008-08-11 13:00:00,"Etc/GMT-7",18.5042858378234
2008-08-11 14:00:00,"Etc/GMT-7",20.124
2008-08-11 15:00:00,"Etc/GMT-7",20.4918713788468
2008-08-11 16:00:00,"Etc/GMT-7",20.124
2008-08-11 17:00:00,"Etc/GMT-7",19.5837286467896
2008-08-11 18:00:00,"Etc/GMT-7",18.622
2008-08-11 19:00:00,"Etc/GMT-7",16.9729640339948
2008-08-11 20:00:00,"Etc/GMT-7",15.116
2008-08-11 21:00:00,"Etc/GMT-7",13.6129152172312
2008-08-11 22:00:00,"Etc/GMT-7",12.61
2008-08-11 23:00:00,"Etc/GMT-7",12.0662500970802
2008-08-12 00:00:00,"Etc/GMT-7",11.607
2008-08-12 01:00:00,"Etc/GMT-7",10.8983343944479
2008-08-12 02:00:00,"Etc/GMT-7",10.103
2008-08-12 03:00:00,"Etc/GMT-7",9.47041232512827
2008-08-12 04:00:00,"Etc/GMT-7",9.1
2008-08-12 05:00:00,"Etc/GMT-7",9.01701630503906
2008-08-12 06:00:00,"Etc/GMT-7",9.1
2008-08-12 07:00:00,"Etc/GMT-7",9.31227245471549
2008-08-12 08:00:00,"Etc/GMT-7",10.103
2008-08-12 09:00:00,"Etc/GMT-7",11.844268876099
2008-08-12 10:00:00,"Etc/GMT-7",14.114
2008-08-12 11:00:00,"Etc/GMT-7",16.3997770408886
2008-08-12 12:00:00,"Etc/GMT-7",18.622
2008-08-12 13:00:00,"Etc/GMT-7",20.6387479603468
2008-08-12 14:00:00,"Etc/GMT-7",21.626
2008-08-12 15:00:00,"Etc/GMT-7",20.9128561177244
2008-08-12 16:00:00,"Etc/GMT-7",19.123
2008-08-12 17:00:00,"Etc/GMT-7",17.1430775687556
2008-08-12 18:00:00,"Etc/GMT-7",15.617
2008-08-12 19:00:00,"Etc/GMT-7",14.9224586072532
2008-08-12 20:00:00,"Etc/GMT-7",14.615
2008-08-12 21:00:00,"Etc/GMT-7",14.1760880022317
2008-08-12 22:00:00,"Etc/GMT-7",13.613
2008-08-12 23:00:00,"Etc/GMT-7",13.05706438382
2008-08-13 00:00:00,"Etc/GMT-7",12.61
2008-08-13 01:00:00,"Etc/GMT-7",12.3272794624884
2008-08-13 02:00:00,"Etc/GMT-7",12.109
2008-08-13 03:00:00,"Etc/GMT-7",11.8534427662264
2008-08-13 04:00:00,"Etc/GMT-7",11.607
2008-08-13 05:00:00,"Etc/GMT-7",11.4069494726058
2008-08-13 06:00:00,"Etc/GMT-7",11.106
2008-08-13 07:00:00,"Etc/GMT-7",10.6577593433502
2008-08-13 08:00:00,"Etc/GMT-7",10.604
2008-08-13 09:00:00,"Etc/GMT-7",11.4680131539933
2008-08-13 10:00:00,"Etc/GMT-7",13.111
2008-08-13 11:00:00,"Etc/GMT-7",15.3043130406766
2008-08-13 12:00:00,"Etc/GMT-7",18.122
2008-08-13 13:00:00,"Etc/GMT-7",21.3884846833002
2008-08-13 14:00:00,"Etc/GMT-7",23.627
2008-08-13 15:00:00,"Etc/GMT-7",23.6372482261227
2008-08-13 16:00:00,"Etc/GMT-7",22.626
2008-08-13 17:00:00,"Etc/GMT-7",21.945772412209
2008-08-13 18:00:00,"Etc/GMT-7",21.125
2008-08-13 19:00:00,"Etc/GMT-7",19.5197871250414
2008-08-13 20:00:00,"Etc/GMT-7",17.621
2008-08-13 21:00:00,"Etc/GMT-7",16.0875790876254
2008-08-13 22:00:00,"Etc/GMT-7",15.116
2008-08-13 23:00:00,"Etc/GMT-7",14.7162715244571
2008-08-14 00:00:00,"Etc/GMT-7",14.615
2008-08-14 01:00:00,"Etc/GMT-7",14.5534598145463
2008-08-14 02:00:00,"Etc/GMT-7",14.615
2008-08-14 03:00:00,"Etc/GMT-7",14.9477642173578
2008-08-14 04:00:00,"Etc/GMT-7",15.617
2008-08-14 05:00:00,"Etc/GMT-7",16.5393583160225
2008-08-14 06:00:00,"Etc/GMT-7",17.12
2008-08-14 07:00:00,"Etc/GMT-7",16.9805525185523
2008-08-14 08:00:00,"Etc/GMT-7",17.12
2008-08-14 09:00:00,"Etc/GMT-7",18.5086816097684
2008-08-14 10:00:00,"Etc/GMT-7",20.625
2008-08-14 11:00:00,"Etc/GMT-7",22.7824710423743
2008-08-14 12:00:00,"Etc/GMT-7",25.127
2008-08-14 13:00:00,"Etc/GMT-7",27.7415592207346
2008-08-14 14:00:00,"Etc/GMT-7",29.625
2008-08-14 15:00:00,"Etc/GMT-7",29.9445420746872
2008-08-14 16:00:00,"Etc/GMT-7",29.625
2008-08-14 17:00:00,"Etc/GMT-7",29.6056474805165
2008-08-14 18:00:00,"Etc/GMT-7",29.126
2008-08-14 19:00:00,"Etc/GMT-7",27.3859930032468
2008-08-14 20:00:00,"Etc/GMT-7",25.127
2008-08-14 21:00:00,"Etc/GMT-7",23.2966305064962
2008-08-14 22:00:00,"Etc/GMT-7",22.126
2008-08-14 23:00:00,"Etc/GMT-7",21.5612349707683
2008-08-15 00:00:00,"Etc/GMT-7",21.125
2008-08-15 01:00:00,"Etc/GMT-7",20.4614296104304
2008-08-15 02:00:00,"Etc/GMT-7",20.124
2008-08-15 03:00:00,"Etc/GMT-7",20.5902965875099
2008-08-15 04:00:00,"Etc/GMT-7",21.125
2008-08-15 05:00:00,"Etc/GMT-7",20.98700903953
2008-08-15 06:00:00,"Etc/GMT-7",20.625
2008-08-15 07:00:00,"Etc/GMT-7",20.6490422543703
2008-08-15 08:00:00,"Etc/GMT-7",21.125
2008-08-15 09:00:00,"Etc/GMT-7",22.0420719429889
2008-08-15 10:00:00,"Etc/GMT-7",23.627
2008-08-15 11:00:00,"Etc/GMT-7",26.001044973674
2008-08-15 12:00:00,"Etc/GMT-7",28.626
2008-08-15 13:00:00,"Etc/GMT-7",30.836998162315
2008-08-15 14:00:00,"Etc/GMT-7",32.122
2008-08-15 15:00:00,"Etc/GMT-7",32.2077123770659
2008-08-15 16:00:00,"Etc/GMT-7",31.623
2008-08-15 17:00:00,"Etc/GMT-7",30.8804023294212
2008-08-15 18:00:00,"Etc/GMT-7",29.625
2008-08-15 19:00:00,"Etc/GMT-7",27.5148033052491
2008-08-15 20:00:00,"Etc/GMT-7",25.127
2008-08-15 21:00:00,"Etc/GMT-7",23.1285094495824
2008-08-15 22:00:00,"Etc/GMT-7",21.626
2008-08-15 23:00:00,"Etc/GMT-7",20.6046588964215
2008-08-16 00:00:00,"Etc/GMT-7",20.124
2008-08-16 01:00:00,"Etc/GMT-7",20.1404799647317
2008-08-16 02:00:00,"Etc/GMT-7",20.124
2008-08-16 03:00:00,"Etc/GMT-7",19.6400462446516
2008-08-16 04:00:00,"Etc/GMT-7",19.123
2008-08-16 05:00:00,"Etc/GMT-7",19.040335056662
2008-08-16 06:00:00,"Etc/GMT-7",19.123
2008-08-16 07:00:00,"Etc/GMT-7",19.1243635287003
2008-08-16 08:00:00,"Etc/GMT-7",19.624
2008-08-16 09:00:00,"Etc/GMT-7",21.1409608285369
2008-08-16 10:00:00,"Etc/GMT-7",23.126
2008-08-16 11:00:00,"Etc/GMT-7",25.0616681571522
2008-08-16 12:00:00,"Etc/GMT-7",27.626
2008-08-16 13:00:00,"Etc/GMT-7",31.2422415428542
2008-08-16 14:00:00,"Etc/GMT-7",34.119
2008-08-16 15:00:00,"Etc/GMT-7",34.5794906714308
2008-08-16 16:00:00,"Etc/GMT-7",33.62
2008-08-16 17:00:00,"Etc/GMT-7",32.5331707714225
2008-08-16 18:00:00,"Etc/GMT-7",31.124
2008-08-16 19:00:00,"Etc/GMT-7",29.0200762428791
2008-08-16 20:00:00,"Etc/GMT-7",26.627
2008-08-16 21:00:00,"Etc/GMT-7",24.513899257061
2008-08-16 22:00:00,"Etc/GMT-7",23.126
2008-08-16 23:00:00,"Etc/GMT-7",22.682951728877
2008-08-17 00:00:00,"Etc/GMT-7",22.626
2008-08-17 01:00:00,"Etc/GMT-7",22.3854188274309
2008-08-17 02:00:00,"Etc/GMT-7",22.126
2008-08-17 03:00:00,"Etc/GMT-7",22.0313729613992
2008-08-17 04:00:00,"Etc/GMT-7",21.626
2008-08-17 05:00:00,"Etc/GMT-7",20.5573393269722
2008-08-17 06:00:00,"Etc/GMT-7",19.624
2008-08-17 07:00:00,"Etc/GMT-7",19.676894730712
2008-08-17 08:00:00,"Etc/GMT-7",20.625
2008-08-17 09:00:00,"Etc/GMT-7",22.1075817501797
2008-08-17 10:00:00,"Etc/GMT-7",23.627
2008-08-17 11:00:00,"Etc/GMT-7",24.836153268569
2008-08-17 12:00:00,"Etc/GMT-7",26.127
2008-08-17 13:00:00,"Etc/GMT-7",27.9343051755442
2008-08-17 14:00:00,"Etc/GMT-7",30.125
2008-08-17 15:00:00,"Etc/GMT-7",32.1197510292542
2008-08-17 16:00:00,"Etc/GMT-7",32.122
2008-08-17 17:00:00,"Etc/GMT-7",28.891065707439
2008-08-17 18:00:00,"Etc/GMT-7",24.627
2008-08-17 19:00:00,"Etc/GMT-7",21.7504861409898
2008-08-17 20:00:00,"Etc/GMT-7",20.124
2008-08-17 21:00:00,"Etc/GMT-7",19.1091147286019
2008-08-17 22:00:00,"Etc/GMT-7",18.622
2008-08-17 23:00:00,"Etc/GMT-7",18.6139299446026
2008-08-18 00:00:00,"Etc/GMT-7",18.622
2008-08-18 01:00:00,"Etc/GMT-7",18.2297904929879
2008-08-18 02:00:00,"Etc/GMT-7",17.621
2008-08-18 03:00:00,"Etc/GMT-7",17.070658083446
2008-08-18 04:00:00,"Etc/GMT-7",16.619
2008-08-18 05:00:00,"Etc/GMT-7",16.2074521732281
2008-08-18 06:00:00,"Etc/GMT-7",15.617
2008-08-18 07:00:00,"Etc/GMT-7",14.8075332236416
2008-08-18 08:00:00,"Etc/GMT-7",14.615
2008-08-18 09:00:00,"Etc/GMT-7",15.5715399322053
2008-08-18 10:00:00,"Etc/GMT-7",16.118
2008-08-18 11:00:00,"Etc/GMT-7",14.917432047537
2008-08-18 12:00:00,"Etc/GMT-7",13.613
2008-08-18 13:00:00,"Etc/GMT-7",13.9517318776467
2008-08-18 14:00:00,"Etc/GMT-7",15.116
2008-08-18 15:00:00,"Etc/GMT-7",15.9010154418763
2008-08-18 16:00:00,"Etc/GMT-7",16.118
2008-08-18 17:00:00,"Etc/GMT-7",15.8330813548482
2008-08-18 18:00:00,"Etc/GMT-7",15.116
2008-08-18 19:00:00,"Etc/GMT-7",14.092784138731
2008-08-18 20:00:00,"Etc/GMT-7",13.111
2008-08-18 21:00:00,"Etc/GMT-7",12.4767820902278
2008-08-18 22:00:00,"Etc/GMT-7",12.109
2008-08-18 23:00:00,"Etc/GMT-7",11.8479625003577
2008-08-19 00:00:00,"Etc/GMT-7",11.607
2008-08-19 01:00:00,"Etc/GMT-7",11.3419929083415
2008-08-19 02:00:00,"Etc/GMT-7",11.106
2008-08-19 03:00:00,"Etc/GMT-7",10.9230658662764
2008-08-19 04:00:00,"Etc/GMT-7",10.604
2008-08-19 05:00:00,"Etc/GMT-7",10.0329936265529
2008-08-19 06:00:00,"Etc/GMT-7",9.601
2008-08-19 07:00:00,"Etc/GMT-7",9.6854596275119
2008-08-19 08:00:00,"Etc/GMT-7",10.103
2008-08-19 09:00:00,"Etc/GMT-7",10.5879178633995
2008-08-19 10:00:00,"Etc/GMT-7",11.106
2008-08-19 11:00:00,"Etc/GMT-7",11.6524939188903
2008-08-19 12:00:00,"Etc/GMT-7",12.109
2008-08-19 13:00:00,"Etc/GMT-7",12.3843564610395
2008-08-19 14:00:00,"Etc/GMT-7",12.61
2008-08-19 15:00:00,"Etc/GMT-7",12.9043302369516
2008-08-19 16:00:00,"Etc/GMT-7",13.111
2008-08-19 17:00:00,"Etc/GMT-7",13.0360725911539
2008-08-19 18:00:00,"Etc/GMT-7",12.61
2008-08-19 19:00:00,"Etc/GMT-7",11.8637543984328
2008-08-19 20:00:00,"Etc/GMT-7",11.106
2008-08-19 21:00:00,"Etc/GMT-7",10.6567848151147
2008-08-19 22:00:00,"Etc/GMT-7",10.604
2008-08-19 23:00:00,"Etc/GMT-7",10.8898563411082
2008-08-20 00:00:00,"Etc/GMT-7",11.106
2008-08-20 01:00:00,"Etc/GMT-7",10.9137898204526
2008-08-20 02:00:00,"Etc/GMT-7",10.604
2008-08-20 03:00:00,"Etc/GMT-7",10.5222343770815
2008-08-20 04:00:00,"Etc/GMT-7",10.604
2008-08-20 05:00:00,"Etc/GMT-7",10.6840226712214
2008-08-20 06:00:00,"Etc/GMT-7",10.604
2008-08-20 07:00:00,"Etc/GMT-7",10.3030499380328
2008-08-20 08:00:00,"Etc/GMT-7",10.103
2008-08-20 09:00:00,"Etc/GMT-7",10.2874025766472
2008-08-20 10:00:00,"Etc/GMT-7",10.604
2008-08-20 11:00:00,"Etc/GMT-7",10.7937147553784
2008-08-20 12:00:00,"Etc/GMT-7",11.106
2008-08-20 13:00:00,"Etc/GMT-7",11.7304884018392
2008-08-20 14:00:00,"Etc/GMT-7",12.109
2008-08-20 15:00:00,"Etc/GMT-7",11.8038316372648
2008-08-20 16:00:00,"Etc/GMT-7",11.607
2008-08-20 17:00:00,"Etc/GMT-7",12.1395600491015
